mood,rms,zcr,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_C,chroma_C#,chroma_D,chroma_D#,chroma_E,chroma_F,chroma_F#,chroma_G,chroma_G#,chroma_A,chroma_A#,chroma_B,bpm
sad,0.18744247,0.05173141891891892,1442.7592452940503,3123.8941089527025,-111.088005,136.85426,0.7409644,40.185417,15.730968,-3.9350314,-0.08498945,-3.8201015,-2.5417032,1.3450547,-7.1408124,2.265634,-6.91457,0.24198426,0.23611955,0.47675213,0.35418478,0.5708079,0.20473745,0.16135976,0.21861693,0.20002879,0.3442976,0.19087791,0.26946092,80.74951171875
sad,0.18472211,0.059415721525096526,1337.4613823598606,2732.2641733530404,-108.088486,144.41014,-11.522909,37.523033,15.482541,-0.31021813,-2.387953,-4.3796945,-0.6037873,4.933561,-5.680464,-0.7038196,-7.6914835,0.53709835,0.33418477,0.418754,0.2692506,0.45076218,0.1604965,0.2451278,0.5722789,0.23000403,0.32966676,0.22797565,0.42551294,80.74951171875
sad,0.18940835,0.039597912644787646,1162.0575340107073,2539.1304634712837,-137.39107,153.07053,-1.8773209,46.634804,20.821003,0.973562,2.884056,-1.4773362,-1.6485497,-3.255118,-7.078329,3.6350632,-7.308333,0.28416878,0.19988179,0.34986752,0.21418446,0.28029263,0.29789528,0.57414794,0.6330231,0.36260694,0.49671,0.24147074,0.33435673,80.74951171875
sad,0.16281231,0.0553379132480695,1503.0123561865767,3326.2147645692567,-127.92076,130.41016,-0.77646154,45.51836,23.515032,-5.1425247,2.3449051,-3.2309906,-1.0741078,-1.9975723,-9.451774,2.7111754,-4.9878006,0.3511905,0.30582768,0.4555588,0.3389122,0.44747624,0.21235046,0.23312217,0.34871104,0.2771786,0.39995795,0.2365843,0.31524044,80.74951171875
sad,0.16350137,0.04688819679054054,1323.0070856161533,2912.760636613176,-141.70177,145.60095,-1.1046411,39.94627,19.454136,-0.12890899,1.7600279,-2.6738167,2.2905552,-2.041083,-4.349212,-1.9426203,-1.3733003,0.6584662,0.51005656,0.4524681,0.2793953,0.30789655,0.1901979,0.24819982,0.53372735,0.32343766,0.43701896,0.29178834,0.38499665,78.30255681818181
sad,0.18298647,0.06340680803571429,1799.4043116883317,3905.9900232263512,-73.55816,115.146065,-6.2122703,20.138096,-0.14813615,7.5872045,-7.2196684,8.846547,-7.8408327,-0.24075735,-13.652868,0.14589275,-4.1812587,0.31119305,0.16687313,0.23002759,0.36724192,0.3973183,0.43131942,0.3242281,0.4778433,0.16962028,0.13957769,0.18225217,0.22154105,135.99917763157896
sad,0.2069396,0.07227693653474904,1909.3838635987618,4232.646220439189,-62.071827,105.95422,-2.4552374,18.54996,0.6595627,4.5148497,-9.100586,10.37164,-8.261958,-1.8327154,-12.342153,-0.35955122,-5.3293476,0.2054874,0.14627962,0.18223853,0.15936801,0.19958411,0.20423594,0.1604813,0.32417098,0.24562532,0.570313,0.45465177,0.19107126,135.99917763157896
sad,0.19927964,0.06606690395752896,1801.366539004288,3918.2947107263512,-69.92706,112.50423,-7.3299065,21.004984,0.46742922,8.181094,-7.9222503,8.085967,-7.303818,0.057662364,-12.129168,0.42005795,-3.7060604,0.18074483,0.1282215,0.18128908,0.21444087,0.30353537,0.40079293,0.33302727,0.5767096,0.25239325,0.2498583,0.17610781,0.14845626,135.99917763157896
sad,0.19238481,0.05724013634169884,1633.5069763659073,3440.1994035050675,-84.80297,121.36886,-2.9268456,24.698364,3.1664517,2.375534,-2.859828,10.683578,-4.9202237,-1.866687,-9.059268,-2.2970483,-2.9576106,0.2794684,0.18691239,0.35414422,0.35242853,0.31612256,0.29091892,0.29480946,0.41482487,0.19861053,0.24347478,0.18604513,0.1697496,135.99917763157896
sad,0.24153833,0.05017796814671815,1524.0336513577668,3140.605204814189,-78.06152,125.21408,-4.671824,31.034405,9.723142,-1.1830239,-5.50007,7.351075,-8.231409,-3.4584258,-10.437732,-6.1785874,-4.16196,0.15169866,0.18860449,0.43013602,0.5776911,0.43349236,0.37880626,0.3019644,0.18478268,0.13232335,0.19503295,0.24615523,0.1453347,129.19921875
sad,0.19854587,0.06802945523648649,1170.8673727874277,2160.3871938344596,-139.49992,168.89165,-30.949266,14.151351,0.97292835,4.9662914,0.57858765,-1.7566104,-12.0763855,-5.2312117,-5.1188607,-9.218407,-11.515192,0.09067093,0.12043688,0.3050164,0.14805588,0.24131358,0.11870406,0.28002104,0.4753709,0.32553917,0.55751276,0.20429845,0.21670602,135.99917763157896
sad,0.1672236,0.06481886462355213,1081.641917166008,1994.6480415962837,-162.95122,179.60736,-25.58855,15.682906,-2.3501806,-1.312741,2.8377438,-4.2444997,-8.460008,-1.2146307,1.0221041,-5.620931,-13.6225,0.09159761,0.18046734,0.31821215,0.17982468,0.35950917,0.1827186,0.47432324,0.38304728,0.2231298,0.30928257,0.1542593,0.19319059,123.046875
sad,0.22782491,0.054201104005791506,1081.2741734469205,2074.5869404560813,-119.975746,168.47461,-28.750284,17.486101,2.2882974,1.5376928,5.007605,2.1571476,-9.195318,-8.838829,-8.094151,-7.4722548,-6.048442,0.15040775,0.15710022,0.32891518,0.22456393,0.41077256,0.19554847,0.34238496,0.4722071,0.24480431,0.2952789,0.19257596,0.33692998,123.046875
sad,0.21270318,0.07723327401061776,1163.0114889290971,2094.8314769847975,-128.65529,181.59395,-44.248272,14.49825,5.4708023,3.3312871,2.8626983,-1.8655424,-7.51267,2.0418398,0.061022665,-8.204257,-10.962763,0.10160571,0.159173,0.28669143,0.16721971,0.23731795,0.17998998,0.47312748,0.4745646,0.32684466,0.49336693,0.1981344,0.18448807,117.45383522727273
sad,0.17857458,0.055647095197876445,1000.5315605169739,1840.4237489442567,-152.69177,185.46866,-23.805239,13.455333,0.28600523,-0.80589134,-1.7138166,-1.5113622,-7.4787087,-5.0578184,-3.80524,-5.517964,-9.540013,0.116809465,0.21506572,0.35741204,0.20503871,0.42005375,0.1800431,0.44873178,0.39123818,0.25494972,0.37663308,0.22982535,0.27638268,129.19921875
sad,0.030752575,0.09840658180501931,2028.0770709757046,4175.113492398648,-229.66138,109.71564,-10.152727,38.234016,7.495852,1.4373281,-3.4389691,5.497325,-1.9965994,4.8352795,1.7965255,5.809713,1.8746665,0.34674007,0.6597946,0.29918572,0.23328978,0.25603178,0.49327773,0.34903985,0.25620484,0.26494396,0.4140357,0.58432835,0.2995208,198.76802884615384
sad,0.023872482,0.09240769787644787,1767.032281373847,3629.9243823902025,-276.8163,115.29595,-16.036005,43.648552,4.625744,4.895313,-4.7413945,5.4765463,-1.6456016,4.854589,0.22234164,10.009016,4.308823,0.5258849,0.822703,0.2747773,0.22910807,0.19465451,0.45557693,0.22930409,0.17713892,0.25607038,0.2550185,0.26982704,0.23937799,95.703125
sad,0.026653226,0.09903248672779923,1824.6262388837588,3663.9285525760133,-254.91162,116.69824,-12.520666,42.386017,15.673893,-0.28765798,-6.281876,6.661151,-0.550612,8.775862,-0.19024116,1.8616087,-6.677408,0.40649968,0.65732455,0.35105592,0.4655668,0.24442343,0.2888733,0.35246924,0.30219373,0.6632891,0.4299881,0.41831887,0.2880999,184.5703125
sad,0.016182704,0.07447325953185328,1582.8293239168854,3131.4598289695946,-337.22934,133.206,-17.519972,35.761734,15.477526,-5.1643686,-5.7458997,2.9196835,-1.905124,4.012476,-5.6542106,-0.40042645,-2.2009118,0.5533197,0.6723577,0.31965357,0.25465053,0.18564923,0.1967284,0.12760867,0.16003618,0.3087336,0.27886572,0.34406355,0.3197477,95.703125
sad,0.012228041,0.053326345318532815,1201.2897612540132,2341.922904349662,-412.34116,170.22461,-33.011753,33.373764,21.424952,-14.298605,-5.4437857,-5.2443027,-6.5357056,-0.7581535,-5.705016,0.01943793,-4.6350365,0.47018668,0.36792687,0.26972082,0.24553347,0.1612662,0.0969544,0.08191136,0.09510516,0.22021201,0.341852,0.5472318,0.41282165,95.703125
sad,0.120145835,0.07312718689671814,1721.6186216891736,3374.5189769847975,-148.33136,118.594215,-10.470324,38.5643,8.97687,15.733857,9.000569,5.41798,9.918086,0.26943845,1.4864905,0.27028343,-2.1331816,0.31093553,0.31508416,0.42738578,0.32781374,0.41887808,0.31489053,0.3315482,0.3336446,0.32310915,0.45368293,0.3611914,0.3954948,95.703125
sad,0.12839782,0.10505399372586872,2566.356778058404,5558.393158783784,-101.28779,89.725296,9.709032,29.14547,12.432779,13.283618,4.0264897,4.8672156,5.1773357,3.2036319,-1.6295238,1.7073748,-2.1230605,0.30129594,0.44116825,0.45028302,0.34146586,0.45380163,0.38634506,0.59621555,0.44138917,0.30608,0.33978742,0.30563077,0.35372466,92.28515625
sad,0.13743961,0.08774546030405406,2165.532957244996,4796.126082136824,-89.16975,100.24912,1.8873103,29.145594,10.136961,11.767587,1.6825061,6.7568154,4.538719,1.6019313,-6.238169,1.9458467,-3.089363,0.38146737,0.43407658,0.5111019,0.32575887,0.2821185,0.26451892,0.42398784,0.35827428,0.3464825,0.37933904,0.31909516,0.545484,95.703125
sad,0.1491604,0.10782154922779923,2520.0498097504124,5680.691775760135,-54.29993,88.43659,5.006734,21.29486,3.8281598,4.9243054,5.705051,8.9438925,0.6291195,2.5338743,-3.6740453,-0.936293,-6.2747545,0.2859192,0.43632132,0.45319182,0.30164307,0.46529633,0.35921025,0.5310443,0.41920638,0.41473436,0.5531911,0.3338832,0.34385264,184.5703125
sad,0.14566615,0.08943276423745174,2371.810484613006,5488.722022804054,-73.89687,92.83138,11.771038,21.457554,3.877488,7.6595616,4.5114264,11.059412,2.122978,6.3986335,-1.5236845,-0.1291795,-5.4457984,0.23974031,0.41658792,0.6045008,0.38110593,0.35026145,0.2914287,0.44550887,0.37184492,0.41652572,0.54371357,0.28360987,0.2672727,184.5703125
sad,0.17194556,0.11197099722490347,2857.2401830802287,6935.68676097973,-44.080727,85.12586,11.227696,11.706115,14.436588,-7.4809475,0.9279068,-2.4734507,-4.198567,4.926126,-5.1377273,1.812114,-1.7284911,0.2558518,0.29785115,0.7051864,0.43399912,0.27464703,0.24438281,0.37978095,0.29111585,0.23078431,0.3337496,0.26711968,0.3791012,161.4990234375
sad,0.18703151,0.11143369932432433,2970.0683649465313,7162.533651815878,-42.940033,79.28593,14.7519245,12.279973,13.277297,-7.504801,1.0306995,-1.6497334,-5.2755866,2.293585,-2.6009684,-0.25608724,-2.234844,0.18183604,0.30624083,0.4352142,0.24467023,0.25913438,0.28446943,0.55260074,0.20203546,0.16232349,0.3166295,0.19463971,0.23629616,80.74951171875
sad,0.18137378,0.10338742760617761,2632.313848983793,5904.7119140625,-43.701847,89.986275,5.1957684,12.897469,10.404985,5.0006394,-0.149429,-0.28110754,1.0909634,3.778607,-0.17202634,1.004976,-0.14705561,0.22635739,0.41279265,0.6934865,0.3810757,0.33331278,0.28576902,0.31056973,0.2481399,0.3550612,0.5374508,0.31376418,0.32841304,80.74951171875
sad,0.2209764,0.0854171694015444,2241.1665253255765,5131.761375633446,-34.923595,109.65072,0.7593313,6.869905,17.586714,6.423269,-0.19983767,-0.9438941,1.5447025,7.026682,-3.7069926,1.8430612,-4.29224,0.24000189,0.38190663,0.65397483,0.3564685,0.31967357,0.33044097,0.41503906,0.39822924,0.43811262,0.5546612,0.30936906,0.32969207,80.74951171875
sad,0.20828868,0.09032826073841699,2335.4655144623316,5548.499524915541,-31.239872,102.18515,4.5954614,10.839267,15.9219885,6.048199,0.6831432,2.931815,0.10084469,5.6288714,-4.335273,5.908212,0.020059476,0.30062115,0.35592043,0.60949343,0.356365,0.34242055,0.2817489,0.28024402,0.34006205,0.43643388,0.59241813,0.3196656,0.33587635,80.74951171875
sad,0.1769156,0.047732791385135136,1206.2672190426244,2465.718037373311,-150.72713,155.9585,-22.152887,29.354797,18.609432,9.356506,-3.2476778,-3.1251752,-0.18555032,-1.8401581,-6.3391075,3.8063533,1.745363,0.20423956,0.09233157,0.17555164,0.36681446,0.93226415,0.5853627,0.24269627,0.12731111,0.34064716,0.15714346,0.11002404,0.43335077,75.99954044117646
sad,0.26478723,0.08008189551158301,2280.131293453352,5028.792757601352,-31.24877,92.01422,4.7637377,29.846548,8.323918,8.852335,-4.0411935,2.3460412,-1.516679,3.8680162,-3.4522538,4.893416,-1.2326627,0.30567938,0.32542613,0.2897611,0.49275616,0.5714387,0.39380983,0.34118062,0.3078551,0.49664432,0.25628552,0.25693184,0.47258803,151.99908088235293
sad,0.26171455,0.10707310267857142,2481.3827963665076,5056.561444256757,-17.555359,87.43869,-5.5073514,24.89922,0.36375892,5.918182,1.17992,-0.51888466,-3.4810088,2.9540071,-8.015401,-0.35826612,-6.414298,0.45423356,0.4981073,0.29478985,0.30998135,0.3044012,0.20460771,0.22060014,0.18400982,0.3131411,0.24148542,0.32038903,0.49562562,143.5546875
sad,0.26376882,0.08822808578667954,2170.9611130289836,4355.9009448902025,-20.84714,95.434425,-13.686879,37.520203,8.410181,-0.32945397,4.2307506,-1.3050582,-0.40477243,1.4528184,-9.3543625,1.5590717,-2.812162,0.36310232,0.23911533,0.2201249,0.39932364,0.5299983,0.3536375,0.3491043,0.26462016,0.5079192,0.5233574,0.3363426,0.41661805,75.99954044117646
sad,0.27118862,0.10816466578185328,2556.74139791104,5360.936180320946,-9.84451,81.570076,-6.1364207,25.794632,6.580604,0.44930878,-3.6328986,0.06878014,-3.2410583,-1.1634544,-8.12561,-1.8139887,-9.486864,0.38944718,0.43708405,0.25879952,0.26543942,0.24956165,0.25305337,0.35021618,0.21444379,0.29043254,0.16493389,0.27234742,0.48991805,151.99908088235293
sad,0.052673638,0.10770277811293437,2294.0921446707757,5050.450670396959,-184.21791,85.22404,4.0469275,24.692259,-13.957943,-4.447997,-4.888285,8.99111,-2.901235,6.140417,-5.4130406,1.9838676,-12.383161,0.31501383,0.14475767,0.095418334,0.17910936,0.56873244,0.25771424,0.23977764,0.24225183,0.27742228,0.5616664,0.32128033,0.45775703,135.99917763157896
sad,0.059091724,0.07646220439189189,2087.0675504494675,4699.143528293919,-188.02457,94.07754,5.9406786,22.183876,-12.936659,-5.0819173,-8.089844,7.107261,-5.3471885,5.544917,-5.6651793,0.89828146,-12.134939,0.1290619,0.12240871,0.06745195,0.122574784,0.40207523,0.26986766,0.47207472,0.50076413,0.31352022,0.37973818,0.16641137,0.15377608,143.5546875
sad,0.04268984,0.0791694317084942,1961.527630403244,4301.610668285473,-223.64807,97.629974,-1.1747994,21.831236,-15.390388,-4.9208646,-7.3908973,7.183306,-5.3036165,4.373678,-1.5643018,3.6531906,-12.145284,0.16698685,0.1330477,0.088774666,0.21701345,0.7288853,0.43067923,0.411292,0.22534828,0.23569974,0.2315961,0.13381965,0.23500699,135.99917763157896
sad,0.07181181,0.09434385557432433,2119.1921507299926,4375.771352407095,-203.10063,90.48146,-10.164508,26.68764,-0.1810152,-2.1856883,-11.350318,6.322801,-25.21059,9.435568,4.6910005,-6.3455215,-4.610803,0.19226341,0.24309024,0.2249378,0.15032184,0.31557146,0.3466471,0.47197253,0.5555325,0.29047284,0.1857342,0.14496103,0.1438016,71.77734375
sad,0.094154,0.0948604156611969,2160.3894565138776,4312.585119298987,-197.80688,80.61274,-4.464494,27.79574,3.7873974,-0.41002676,-7.9911995,13.225915,-22.796803,1.8896492,1.7123232,-9.467655,-3.3028262,0.11233927,0.13663584,0.08800193,0.17386362,0.41573095,0.19895458,0.22884595,0.27992368,0.31771374,0.4775972,0.20022069,0.15231363,143.5546875
sad,0.122676924,0.08587905707046332,1975.9658508447335,4052.690165751689,-181.95346,127.14756,28.227318,5.9059677,7.202435,14.403718,-0.28472275,-10.666527,-6.3075485,-9.0296755,-6.6197944,-10.1676855,-12.149678,0.19821861,0.47731602,0.2244585,0.15059686,0.14963005,0.3527525,0.48484135,0.34566936,0.50190645,0.2739002,0.20433035,0.24238995,92.28515625
sad,0.14447427,0.09389893520752896,2159.962282112012,4439.37328441723,-149.02856,117.057304,35.236336,12.978713,-0.18989816,-0.24677297,0.4360368,-1.7483832,1.249613,0.028771713,-2.6011112,-4.7480307,-10.0555935,0.18956803,0.48860267,0.20320977,0.20627771,0.2219377,0.34146813,0.4171045,0.4169647,0.69973373,0.36382002,0.1879094,0.16759174,123.046875
sad,0.13637935,0.06962815214768339,1773.883653591613,3697.55859375,-179.79521,134.35397,36.68321,0.79437065,0.1106968,10.089352,11.43828,-6.877106,-6.992376,0.767654,-6.9729133,-5.04914,-1.336972,0.21807395,0.3900014,0.18279019,0.21175027,0.19274937,0.35596034,0.61122507,0.48139563,0.5015096,0.32503945,0.22486836,0.2684004,92.28515625
sad,0.13397153,0.1380214617519305,2835.196860754163,5808.352908572635,-142.42564,87.01466,40.845814,21.650394,3.5429294,10.059864,3.4686856,0.24964027,2.3318605,-3.2043855,-2.5597415,-5.9292483,-9.907531,0.33929843,0.33526808,0.21275848,0.26822996,0.30277658,0.43431705,0.6378366,0.46732947,0.327579,0.22412492,0.31630403,0.4306165,184.5703125
sad,0.1436589,0.09812002292471042,2597.405286385664,6026.470122466216,-113.690094,84.93528,28.992817,19.722815,12.259,0.12306007,-0.50527716,-4.19827,-6.1116333,-3.6115465,-6.6699862,-7.968141,-14.4698925,0.30004424,0.35935348,0.27160242,0.31936806,0.17548376,0.24877694,0.4103062,0.26924372,0.31276223,0.25307092,0.3151096,0.43828687,135.99917763157896
sad,0.094655454,0.050366493725868725,1256.6436156728807,2311.576884501689,-242.34479,160.0893,8.257443,7.6125813,13.195233,-4.494267,2.213569,-14.082161,-6.5234723,-7.332962,-12.559914,-1.2542063,-12.406972,0.2677041,0.40061557,0.2814066,0.12149568,0.22417879,0.121046096,0.25410908,0.13301198,0.24510373,0.57269984,0.23441848,0.31837216,89.10290948275862
sad,0.12031247,0.0938819679054054,1695.053185614851,2884.9503800675675,-225.04774,129.54935,26.020168,9.751488,3.6045291,6.5283456,1.9735417,-1.3804244,-6.280627,0.0726521,-15.903784,-7.136106,-7.4917235,0.122776665,0.17269255,0.11885175,0.14249183,0.10339591,0.12146922,0.23489843,0.18073143,0.40318727,0.38580215,0.20476544,0.25753638,92.28515625
sad,0.091678895,0.036161091336872585,809.7887395791387,1455.6528452280406,-268.49738,211.92531,0.7756025,-0.16128694,23.510815,-1.6100537,7.9520125,-1.4072357,0.7602428,-7.4688873,-15.227159,-3.256264,-9.873187,0.2688764,0.40910912,0.5349565,0.37138757,0.16545843,0.1739942,0.3057704,0.14986727,0.19568534,0.5587952,0.3330345,0.31125924,143.5546875
sad,0.14846821,0.05989269124034749,1341.4612610784377,2428.471415751689,-177.82773,166.419,-20.792526,9.80041,8.278998,-18.441198,8.655662,-15.983127,-0.9025271,0.4663185,-16.692236,4.014062,-13.249018,0.24204914,0.3448751,0.38850024,0.18280536,0.27817336,0.12440358,0.17606963,0.13934945,0.3345359,0.43971995,0.20300834,0.4143169,99.38401442307692
sad,0.17809343,0.0755855604488417,1211.4205880037891,2174.9366554054054,-143.49593,192.3164,-42.46997,10.74978,-3.1931422,-9.237224,-1.5812758,-13.407268,-3.6937246,-6.24072,-10.1888,-6.4250364,-7.7708745,0.17077088,0.15221196,0.16506839,0.19760488,0.39787322,0.20247182,0.34931093,0.15054996,0.35060662,0.5723508,0.30871522,0.6224217,95.703125
sad,0.13839163,0.05639931225868726,2078.7031230681137,4874.7763144003375,-146.88019,95.05397,30.65494,36.690254,15.313407,3.472129,12.706246,-1.5676308,9.238584,3.9889717,-1.223931,1.9559215,0.85755974,0.30426818,0.25737375,0.3902757,0.4317472,0.40237036,0.5630148,0.31767175,0.38354823,0.21213311,0.29615587,0.5581759,0.28990257,52.734375
sad,0.13694283,0.05866538972007722,1878.2192574652306,4176.028029983108,-147.02795,105.272316,12.260821,32.366886,11.912195,5.625861,15.902129,2.2872045,9.488221,7.3225513,-8.083975,3.4755447,2.9716938,0.38532642,0.3268402,0.47648364,0.5089599,0.42350787,0.5933147,0.33013752,0.3795629,0.22084378,0.2740923,0.46639207,0.27185902,161.4990234375
sad,0.13028237,0.04655262125965251,1955.7388381939695,4678.40015308277,-167.70526,95.52594,27.807491,38.455727,15.123663,7.688732,11.351823,8.488124,6.4505754,4.532571,-2.934153,-0.98404187,-7.9984493,0.3169568,0.28310773,0.35384685,0.3897251,0.4465793,0.625633,0.4150936,0.3015339,0.21591382,0.41668588,0.39677083,0.26905528,161.4990234375
sad,0.10371072,0.05174838622104247,1879.844583014097,4471.631519214527,-195.73543,93.69482,28.176516,48.24017,17.093147,6.0613575,6.658513,11.33404,7.1691275,-2.8737557,-4.3567395,0.1484276,-1.5999975,0.3045963,0.17784257,0.17872344,0.15445773,0.2762305,0.73585,0.29310802,0.16708824,0.17066213,0.30624607,0.57042265,0.31624588,52.734375
sad,0.121145554,0.050864201254826255,1653.8658505819662,3827.6307801942567,-172.7838,114.86995,24.983229,36.296597,14.998133,6.7291727,7.2958307,2.9433231,7.620036,5.462947,-3.0411172,1.3130496,-1.4909301,0.3464389,0.2319807,0.34217733,0.16188285,0.20613535,0.3042142,0.2856467,0.45852232,0.29449424,0.431616,0.555085,0.32202762,151.99908088235293
sad,0.037322372,0.10186225567084942,2297.3101433350494,5231.944811021959,-239.97696,84.92797,-7.05621,2.0729315,-12.21136,-5.3364553,-1.103111,4.593189,-13.343769,11.127637,-6.7329617,0.7487039,-19.259357,0.09754387,0.10817766,0.12526567,0.17521903,0.450893,0.13652885,0.21392383,0.37271714,0.44032276,0.420764,0.19246289,0.17563063,86.1328125
sad,0.029178476,0.10940893460424711,2209.8941809802172,4770.810019003378,-235.8204,91.13493,-13.5263405,-0.5115213,-13.906605,-5.407986,-1.621412,4.378308,-19.30376,9.045453,-4.600195,-1.6379863,-22.197758,0.08914248,0.1558666,0.17938642,0.22538951,0.5084888,0.1834323,0.37685823,0.45422056,0.26537234,0.23239417,0.23334792,0.21553561,92.28515625
sad,0.029750625,0.08789628076737452,2175.270455287444,5000.3173828125,-252.8638,86.767715,-4.43443,4.6382236,-6.4799166,-2.2260206,-7.8114977,4.741065,-11.63881,10.291583,-15.712441,-1.7134334,-16.180021,0.56563944,0.20465302,0.11025126,0.23858699,0.26891252,0.09381064,0.10017825,0.16806984,0.11877497,0.23655589,0.33191812,0.38672495,92.28515625
sad,0.028843163,0.1078441722972973,2210.9845473963287,4928.941881334459,-259.81488,88.225,-7.769388,1.909138,-7.0682664,-3.8430278,-4.0754414,2.46448,-13.91998,6.423532,-12.435479,-2.772861,-18.303576,0.28174618,0.13641341,0.11012542,0.17368881,0.19722137,0.12225358,0.36610183,0.21297364,0.24123515,0.35065594,0.3478389,0.6520929,95.703125
sad,0.030665906,0.10653957528957529,2215.047607588786,4882.258894636824,-252.13037,87.703636,-10.322986,-1.1550136,-13.575065,-5.129039,-0.7868091,4.652441,-13.218422,11.9327,-11.840839,-4.595324,-21.04224,0.22855808,0.12736182,0.15971412,0.14592066,0.24202327,0.119702235,0.285859,0.2293089,0.27782315,0.51694405,0.27758682,0.44682172,95.703125
sad,0.08275377,0.04489548141891892,1334.8245439048458,2710.814110008446,-223.69606,133.21898,-3.3246274,28.629967,1.1872158,-4.0003357,-15.351041,-3.628937,-8.222271,1.3655847,-9.10308,-4.2472663,-15.484615,0.30332068,0.102909386,0.14030208,0.13082656,0.23074892,0.2584763,0.24499394,0.24027683,0.3454153,0.40864033,0.23376861,0.4369207,103.359375
sad,0.10041795,0.048386975144787646,1332.9391289917926,2698.0105838260133,-204.15985,132.839,-6.237714,29.788918,1.1978359,-2.4930928,-14.651414,-4.79945,-10.334013,0.88253945,-8.778064,-6.9237723,-18.129896,0.28065127,0.11052794,0.115463726,0.09996958,0.18839331,0.19823208,0.24969374,0.22998044,0.35386842,0.4845492,0.29435524,0.4522676,103.359375
sad,0.08938078,0.05459700772200772,1430.97729694605,2940.1967641469596,-207.10205,126.32803,-0.7057196,32.67125,3.2872784,-4.0449142,-15.49707,-8.302612,-8.253451,-0.6335712,-8.189336,-3.3236804,-13.967146,0.432214,0.19470695,0.20847005,0.16655909,0.32839853,0.27890256,0.2392146,0.28169513,0.36227342,0.3653178,0.23669058,0.40678048,103.359375
sad,0.11376538,0.07539703486969113,1626.7119082626486,3398.338524070946,-125.633545,123.38667,-10.36255,39.203705,4.000938,4.1677847,-9.060832,-3.39456,-1.9330317,9.296188,1.1528833,5.502704,-5.786183,0.39220464,0.15191127,0.18894541,0.19943313,0.3499172,0.33566356,0.2917039,0.28412417,0.38245824,0.48609537,0.32471064,0.52238613,107.666015625
sad,0.115687825,0.06852527750965251,1538.9625633778746,3206.6181904560813,-129.48619,128.6384,-9.932626,40.159237,4.96973,4.580143,-8.699375,-4.9528723,-1.0244493,9.806869,1.7539476,1.0813019,-9.8440695,0.30583802,0.14169878,0.1516624,0.20921952,0.449455,0.33343923,0.35226965,0.36103067,0.422864,0.52935636,0.36821958,0.54784274,103.359375
sad,0.086856864,0.05237994691119691,1484.5381385648266,3082.6567778716217,-245.81941,153.56618,29.72084,10.132787,1.3103722,-7.429785,4.831959,-4.2029514,-1.8538558,-5.089084,-1.2903728,-0.65368956,-12.777055,0.5050804,0.28562576,0.24505585,0.2716014,0.46670315,0.40669218,0.27138874,0.26448172,0.16841657,0.18292552,0.12090071,0.22239621,123.046875
sad,0.058710445,0.05793013996138996,1310.17810801457,2446.8037373310813,-286.96744,167.7918,39.180252,-1.1354141,-1.0547295,2.309624,1.8531258,-6.5189214,0.48939356,-1.9475706,-3.6932411,-1.6250904,-8.230036,0.5178775,0.33107615,0.26457876,0.26767746,0.40326172,0.34903163,0.3154943,0.5355485,0.38542125,0.47659692,0.2849714,0.28170568,107.666015625
sad,0.09099909,0.09362557311776062,2047.4597110063894,3845.630542652027,-176.75305,123.541794,4.9362164,12.30165,-4.849963,-3.3426774,3.528971,-4.9945755,3.86801,-10.203123,-0.5220279,-4.475784,-14.139982,0.42227134,0.22651483,0.24397731,0.30391547,0.54378444,0.42154652,0.25561988,0.24458069,0.16395308,0.19446476,0.20106144,0.34941673,92.28515625
sad,0.084227555,0.06348033301158301,1616.5980581793492,3122.0650337837837,-218.44316,146.05609,15.80844,8.43999,-0.6092311,2.7453635,2.2674017,-7.7176986,1.4303738,-4.9319158,-4.557279,0.8331785,-15.477676,0.46463418,0.24071127,0.16741952,0.20054741,0.4063281,0.3742016,0.3352821,0.4106374,0.21766832,0.16598433,0.09682338,0.17975907,151.99908088235293
sad,0.07477755,0.037710771597490346,1169.6738287210444,2204.8254064611488,-308.77094,152.84715,48.6014,12.681169,0.3558755,-3.7300558,1.8354789,-3.2241538,1.1706657,-7.493841,-4.7230606,-1.2613034,-6.984179,0.70219994,0.4315211,0.28792956,0.2212621,0.23481934,0.3262534,0.20342152,0.19410005,0.26781183,0.5192678,0.2694601,0.2993679,258.3984375
sad,0.26450902,0.06281860822876448,1355.4882910325437,2511.3617768158783,-60.975624,154.71977,-17.80093,18.909826,-3.163005,9.290509,11.036218,1.4688978,8.662595,-0.059796896,-1.9077713,-6.8824034,-12.370236,0.59329474,0.20620568,0.15947549,0.1147049,0.22650453,0.34719694,0.1849158,0.28953964,0.20353326,0.27960616,0.41685015,0.38543084,83.35433467741936
sad,0.2752766,0.07823057432432433,1746.284885977047,3546.9093116554054,-31.13724,124.329475,-19.43538,25.583849,-10.878749,1.1539639,-1.2821829,2.7417397,4.323871,0.48952082,-3.2589884,-10.097835,-15.276184,0.22589047,0.41261938,0.40141457,0.29506427,0.15069719,0.23759396,0.22193976,0.282848,0.20900518,0.4055712,0.51338863,0.17940298,83.35433467741936
